id_pleito;tipo_interessado;interessado;cod_ibge;uf;num_pvl;status;num_processo;data_protocolo;tipo_operacao;finalidade;tipo_credor;credor;moeda;valor;pvl_assoc_divida;pvl_contradado_credor;data_status
67368;Estado;Bahia;29;BA;PVL02.004085/2023-80;Encaminhado à PGFN com manifestação técnica favorável;17944.105713/2023-14;2024-05-02T18:46:26Z;Operação contratual interna (com garantia da União);Infraestrutura;Instituição Financeira Nacional;Banco do Brasil S/A;Real;1600000000.0;0;1;20/05/2024
18597;Estado;Bahia;29;BA;;Encaminhado à PGFN com manifestação técnica favorável;19407.000060/2004-10;2005-04-27T00:00:00Z;Operação contratual externa (com garantia da União);Desenvolvimento rural;Instituição Financeira Internacional;Banco Internacional para Reconstrução e Desenvolvimento;Dólar dos EUA;54350000.0;1;0;23/11/2005
5620;Estado;Bahia;29;BA;;Deferido;17944.000156/2013-66;2013-09-04T00:00:00Z;Operação contratual interna;PAC - Contrapartida;Instituição Financeira Nacional;Caixa Econômica Federal;Real;126000000.0;1;0;13/09/2013
18519;Estado;Bahia;29;BA;;Deferido;19407.000041/2002-21;2002-06-11T00:00:00Z;Operação contratual interna;Multissetorial;Instituição Financeira Nacional;Caixa Econômica Federal;Real;6313312.5;1;0;05/07/2002
69913;Estado;Bahia;29;BA;PVL02.002042/2024-41;Encaminhado à PGFN com manifestação técnica favorável;17944.003511/2024-10;2024-11-11T17:38:31Z;Operação contratual externa (com garantia da União);Fortalecimento Institucional;Instituição Financeira Internacional;Banco Interamericano de Desenvolvimento;Dólar dos EUA;42000000.0;0;0;28/11/2024
44369;Estado;Bahia;29;BA;PVL02.000482/2021-11;Deferido;17944.101324/2021-40;2021-05-03T16:36:30Z;Concessão de garantia;Concessão de garantia a empresa estatal não dependente;Outras Organizações;Pessoa Jurídica;Real;499000000.0;0;0;17/05/2021
71178;Estado;Bahia;29;BA;PVL02.000792/2025-69;Deferido;17944.002350/2025-10;2025-06-04T17:55:29Z;Concessão de garantia;Concessão de garantia a empresa estatal não dependente;Outras Organizações;Pessoa Jurídica;Real;66725989.88;0;0;12/06/2025
71168;Estado;Bahia;29;BA;PVL02.000791/2025-14;Deferido;17944.002372/2025-80;2025-06-04T17:53:31Z;Concessão de garantia;Concessão de garantia a empresa estatal não dependente;Outras Organizações;Pessoa Jurídica;Real;82827908.65;0;0;12/06/2025
18344;Estado;Bahia;29;BA;;Encaminhado à PGFN com manifestação técnica favorável;19407.000003/2006-01;2006-01-31T00:00:00Z;Operação contratual externa (com garantia da União);Fortalecimento Institucional;Instituição Financeira Internacional;Banco Interamericano de Desenvolvimento;Dólar dos EUA;10000000.0;1;0;04/07/2006
71664;Estado;Bahia;29;BA;PVL02.000843/2025-52;Encaminhado à PGFN com manifestação técnica favorável;17944.003494/2025-93;2025-07-22T16:50:01Z;Operação contratual interna (com garantia da União);Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;600000000.0;0;1;20/08/2025
18547;Estado;Bahia;29;BA;;Deferido;19407.000048/2002-43;2002-06-11T00:00:00Z;Operação contratual interna;Saneamento básico;Instituição Financeira Nacional;Caixa Econômica Federal;Real;2400842.51;1;0;03/07/2002
